,text,sentiment
740,So got the new #iphone6 and growing to love it. A bit bulky coming from the iphone5 but nice feel thanks @apple now waiting for #applewatch,1
741,"RT @JPDesloges: GTAT Creditors Want to Question Apple's Jeff Williams $AAPL #aapl
http://t.co/FlFWmJ5LkH",0
742,"SP500 Technology Bull% Index: The Apple Experiment ?  $SPY, $SPX, $ES_F, $XLK, $AAPL #aapl  http://t.co/RjnT7rnbBi",0
743,"Technical Observation of the Day: Tested the 20 DMA on Apple $AAPL #aapl
http://t.co/6EJ6Mbv44f",0
744,Apple's PT raised by JMP Securities to $150.00. outperform rating. http://t.co/omCdSCu85d $AAPL #AAPL,0
745,Apple's PT raised by JMP Securities to $150.00. outperform rating. http://t.co/XWaeIU03vr $AAPL #AAPL,0
746,"In emails, Jobs determined to keep iPod Apple-only  $AAPL #aapl
http://t.co/JwK4grA7Zq",0
749,"@Apple working on making next phone drop in the safest way all the time...like a cat
http://t.co/dQBmgZydoY",0
750,#Apple's Recent Pullback A Buy Opportunity #AAPL http://t.co/YEAmT2V5qf,0
751,#Apple's Eddy Cue Talks About Price-Fixing On E-Books: He'd 'Do It Again' #aapl http://t.co/yHMmbvye9f,0
752,"In a Bay Area Courtroom, Lawyers Hit Replay on @Apple History, via @nytimes #antitrust @itunes #ipod  http://t.co/tsQ9dUrK6B",0
753,#SteveJobs' Emails Show How He Wanted To Smear Competitors As ' #Hackers' #aapl http://t.co/BYJ0ZR62AV,-1
754,@Apple Stop liking man.,-1
755,"Why Even Apple Is Surprised by the Enormous Demand for the iPhone 6 $AAPL #aapl
http://t.co/rwGf20VByx",0
756,"APPLE - Fibonacci Technicals Levels - Intraday - Pre-Opening $AAPL #aapl 
http://t.co/ueCSTwoPcp",0
757,YO I DIDNT TOUCH MY PHONE AT ALL AND RIGHT WHEN I DISCONNECTED IT FROM THE CHARGER IT WENT DOWN 3% @apple WE ARE GONNA SCRAP RIGHT NOW,-1
758,TheStreet:  Why Even #Apple Is Surprised by the Enormous Demand for the #iPhone6. #aapl http://t.co/lIicDmSVsj,0
759,Steve Jobs' Snarky Testimony Takes Center Stage in iPod Class-Action Lawsuit Opening http://t.co/Nxet3fEO5Q #AAPL,0
760,#JimCramer you used the same logic to explain #TOL earnings during the paek in housing..Its a retailer..#AAPL just like #AMZN  not tech.,0
761,RT @ConsumerFeed: Apple's PT raised by JMP Securities to $150.00. outperform rating. http://t.co/XWaeIU03vr $AAPL #AAPL,1
763,#iPhone6S Rumors Point To A Curious��Early 2015 Release - Forbes #aapl http://t.co/YGHgLCjbfK,0
765,Go Apple! Looks like a little squeeze again :) #aapl $stocks,1
766,Is apple fairly valued at $115? #aapl #ios #AppleWatch #ApplePay #apple #iPhone6 #iPhone6Plus #stocks #finance #stocks #trading #samsung,0
767,@apple #iPhones Of The Future Could Save Themselves When You Drop Them http://t.co/CNl4d6nlsp,0
768,Butterfingers and @Apple do mix: @#applinsider: patents active fall protection system that shifts iPhones in midair http://t.co/qM52Rml6c9,0
769,#ApplePay Partner #Stripe Valued at $3.5 Billion in Funding #aapl http://t.co/5KRh8CJDMB,0
770,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/fGN0TdxhyM",0
771,"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/fGN0TdxhyM",0
772,"My 17' MacBook Pro boots with pink vertical stripes, a gray screen, then shutting down and repeating...help @apple http://t.co/xZ4Wb3dm73",-1
773,@jakeflem @Apple what year is it?,0
774,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/27JnTFmO0i",0
775,@jakeflem @Apple Try booting while holding Command R and see if you can do a disk repair,0
776,GOSH DARNIT @Apple I DONT KNOW WHAT THE CLOUD IS,-1
777,#AAPL:Apple's Eddy Cue Talks About Price-Fixing On E-Books: He'd 'Do It Agai...http://t.co/mSC8uepzPn,0
778,"@jakeflem @Apple I had to get my logic board completely replaced, if it's under warranty they'll do it for free - make sure to back up b4",0
779,"Big Spending by Consumers on Cyber Monday

#CyberMonday, #PayPal, #Apple, #AAPL, #eBay, #WalMart, #WMT, #Sales,... http://t.co/pB6WltjTzZ",0
780,"Allowing @Apple final creative authority, @Chase will debut the first spot featuring #ApplePay this week. http://t.co/lnve19yw7G",0
781,"Apple CEO Tim Cook Talks Technology With Senator Orrin Hatch During Washington, D.C. Trip http://t.co/Nzd3IIMIBV #AAPL",0
782,@jakeflem @Apple We've previously had to deal with this issue it's really annoying. Try to reset the NVRAM http://t.co/EoIAf3wO5f,-1
783,tell ur update to stop capitalizing everything @apple,-1
784,@SSComposer @Apple seems to ignore any key presses like command r and is just doing its own thing.,-1
785,#AAPL now moves a point faster the a New York driver changes lanes.,0
786,@briannaUrie @Apple Their autocorrect is so shit too,-1
787,"@jakeflem @Apple But it won't fix the problem for good, could back and you might have to change the logic board, check with  Apple Genius :(",-1
788,"#Kantar: @Apple [#Apple] On Track For 'Record Quarter' As #iPhone6 Sales Bump Up Its .... (#Wednesday, 3 #December) http://t.co/HDmGr8fwYA",1
789,@SaifBinS3eed @Apple get the cloud to butt extension on your web browser,-1
790,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/rFeLByukN6",0
791,http://t.co/N87ZYWyaKQ #YotaPhone2 is the future of cell phones. @apple and @samsung should be scared.,-1
792,CNBCTV:  #Cramer: #Apple has no real competition #aapl http://t.co/8cYgzEZQPN,1
793,CNBCTV:  #Chromecast beats #AppleTV #aapl http://t.co/uX3vYSzHhu,-1
794,"APPLE Intraday Comments - Updated RANGE , - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z",0
796,@umo_games @Apple thanks for the tip! Seemed to do something but still pretty much the same. :(,0
797,@jokigenki @Apple I think it's like 2011? Can't look right now.,-1
798,"Trademark Confusion: Apple's App Store Trademark was rejected in Australia, approved in Europe  Canada  $AAPL #aapl
http://t.co/m1Wt4QFYD1",0
799,"Lowkey, Yosemite trash af I cant use my logic express 9 anymore @Apple yall irritating the fuck outta me - Sincerely a disgruntled person",-1
800,@jimcramer Tks for setting the record straight for @apple investors!!!,0
801,@jakeflem @Apple Yes It seems to fix it good the first time and then as time passes it deterioates until you have to change logic board,-1
802,@jakeflem @Apple  Sorry that you're going through that hope you get this fix it was a real pain for us too  but Apple care cover it for free,1
803,@alzaabi741 @Apple I wish I could man.. I wish I could..,0
804,They gotta DO something '@_iRapeCouches: @SydneyA @Apple SO TRASH my computer keeps freezing &amp; being dumb af after i upgraded to Yosemite,-1
805,@_LanaCarine_ @Apple doesn't have a twitter @Applebees this is your problem now,-1
807,@umo_games @Apple yeah no AppleCare here haha.,-1
808,transpartent resin infused #composite structures by @apple http://t.co/10yd6g3wK7,0
809,"Huge iPhone 6 Sales Push iOS market Share Up Worldwide: Report $AAPL #aapl
http://t.co/Ogook0fGLQ",1
810,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/Yv3QE2BGxD",0
811,Anti-trust expert Peter Carstensen of @WisconsinLaw can discuss @Apple #antitrust case in California federal court http://t.co/LClHnQMOKf,0
813,"Taking Apple's Lead, Amazon Gets Physical - News - Harvard Business School http://t.co/UensGejRaJ @HBS @Apple",1
814,Rumors Surface for #Apple #iPhone6S and #iPhone7 in 2015 #aapl http://t.co/Qinl78BI0D,0
815,@Apple s new patent against broken screens http://t.co/l2KQQhV8dp  @TechCrunch #tech #iphone #business #innovation http://t.co/LVMNZPg36F,0
817,Steve Job's Deposition in #iPod Lawsuit Could Cost @Apple $1 Billion http://t.co/7vDXwvxKpe #MusicBiz #MusicIndustry #Apple,-1
818,@Apple s new patent against broken screens http://t.co/LSwPdLt8UD  @TechCrunch #tech #iphone #business #innovation,0
819,7 awesome paid #iPhone and #iPad apps that are free for a limited time via @BGR #aapl http://t.co/AAAkSIIgP0,1
820,@wdtuts @baxleyglass does because one belongs to @Apple and the other to @Ang and the third is from @Adobe via #employeediscount.,0
821,"#Verr�_cktes #Ger�_cht: #iPhone6s zum @Apple [#Apple] Watch. (#Wednesday, 3 #December) http://t.co/scANaAuNPe",0
822,Did anyone update their Yosemite? My macbook is running like shit. @apple #apple,-1
824,"Kantar: iPhone 6 helps Apple gain share over Android, iPhone 5c outselling iPhone 6 Plus in US $AAPL #aapl
http://t.co/YLL678kOkn",1
825,"@jakeflem @Apple That sucks, don't know what it cost in dollars but for us that was �400 :(",-1
826,#Google #Chromecast Surpasses #Apple TV In U.S. Sales http://t.co/dgebBbU5vq #aapl #amazon #amazonfiretv #amzn #appletv,0
827,RT @KirkYuhnke: What do you think? Want an @Apple #Watch? http://t.co/7HjDjQ1iAb,0
828,#AAPL:Google tops Apple...//feeds.foxbusiness.com/~r/foxbusiness/video/~3/-DbuiO5m0_M/,0
829,"@jakeflem @Apple take it in. that's a faulty graphics card which was recalled. had exact prob, they replaced mine (for free) out of warranty",0
834,.@Apple patents new reflex drop technology for #Mobile devices|learn how this could come in handy #MobileDose http://t.co/BSGtvfPc5B,0
835,"@sethlouey @Apple iOS updates bricked Trish's phone too, seems like the Apple is getting a bit rotten",-1
836,UPDATE: #Intel #INTC Led Group Said to Back Plan That Would Limit #Qualcomm #QCOM Licensing Fees #AAPL #HPQ  http://t.co/sDjnCTSVCH,0
838,@jakeflem @Apple Some info for you: http://t.co/J79FnVB94e http://t.co/m3pclPVgGK http://t.co/J72WyhXxx1 Hope it helps. #PinkScreenOfDeath,0
839,"FBI investigates iPad school programme $AAPL #aapl
http://t.co/s5ymu0u1Rb",0
840,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/FrmecK7f8q",0
841,"Hoping @Firefox does not cave! @Apple should allow other browser engines! #OpenUp
Could Soon Come To iOS TechCrunch  http://t.co/WGnY6XOarD",0
842,#AAPL:5 companies growing faster than Apple...//rss.cnn.com/~r/rss/money_latest/~3/n1Ps4CmqWL4/index.html,0
843,@buzz I sit home every Friday night waiting for an invitation to join an @Apple dev team.  (looks at his phone)   They'll call me one day.,0
844,why isn't there a dreidel emoji @apple,0
845,Bluetooth 4.2 to Bring Direct Internet Connectivity and Increased Speed http://t.co/w0hEGLfBpi #AAPL,0
846,"Guys at @Apple, is this serious? #Yosemite full of stupid and ugly bugs. Feeling #sad. (cc @tim_cook,@therealjonyive) http://t.co/42Mjc3SsJE",-1
847,#iPhone6 #Plus Grabs 41% of U.S. #Phablet Sales #aapl http://t.co/BiTmwU5e4F,1
848,It's important that Apple not become the developer for the world. We need people to invent their own stuff.' - Tim Cook CEO of @Apple,0
849,Can't believe @Apple said melted keys on Mac Pro is not under warranty for a machine less than a year old. Asking for �500 to repair.,-1
850,"Huge iPhone 6 sales put Apple on course for record quarter $AAPL #aapl
http://t.co/2VIMb7QieI",0
852,CNBCTV:  #Apple takes the stand #aapl http://t.co/WNSSTkAAmM,0
853,"Check out @Mercedes Benz For @Apple #iPad 2 &amp; 3 Tan Leather Case 9' Device, Beige. #MercedesBenz http://t.co/OSIY3SJrkF via @eBay",0
854,Hey @apple are you even thinking about fixing your wifi issues? #YosemiteProblems,-1
855,@GregBurke85 Just wait until @Apple Inquisition feels like @Apple Origins...,0
856,"@ggheorghiu, @mhmcquiston's solution is offering an integration suite, something like @apple's approach",0
857,.@Samsungtweets adds some heavyhitting #digitalhealth partners to rival @Apple via @mobihealthnews http://t.co/2vBZ9L8UX5,-1
858,"If you listen to @apple, you'd think the only way to keep your brain sharp is thru certain apps they provide/sell. Uh...reading, muhfugs",-1
859,"The customer service from @apple  is the BEST. In for years having and enjoying their products, I have ZERO complains. Thanks #apple",1
860,#New #foldable #Macbook #Pro falling on your laptop creates @Apple s latest innovation http://t.co/mHSuJO73X6,0
861,where is kenneth @apple,0
862,// when i have gone through 6 iphone chargers in the past montht hank s @apple,-1
864,In the trickle of information @Apple has released on HealthKit @vincekuraitis note 'going braid' strategy #hcub2014 http://t.co/QvEz8C6572,0
865,"Pegraton may Gain Orders for 50% of the 2015 4.7' iPhone 6S $AAPL #aapl
http://t.co/jjvkpoa01X",0
867,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/pBiVbGNMN2",0
868,@umo_games @Apple thanks for the info. Genius was able to get the computer booted by forcing the discreet video card on boot,1
869,RT @drycomposites: transpartent resin infused #composite structures by @apple http://t.co/10yd6g3wK7,0
870,Every new iPhone or update spellcheck suppress my greatness more and more...stop trying to tell me what to type @apple!!!,-1
871,@TayLeanne15 @Apple you can!,0
872,you know why Mac users were so happy to get TurdBolt? because @apple eschewed eSATA since its inception. nut kicks to DEAD Steve.,-1
873,.@Apple CEO @tim_cook visits @WhiteHouse http://t.co/O5dYvVi0I1 by @JMHattem,0
874,"Los Angeles Unified School District Reportedly Suspends iPad Purchases Following FBI Raid $AAPL #aapl
http://t.co/rbXXWU16f0",0
875,"More expensive @Apple products failing after less than 18 months.  No warranty, no recourse. Why is it we buy this junk again?",-1
876,"@thehill @Apple @tim_cook @WhiteHouse @jmhattem Obviously part of the left's multi-talented, super-successful gays in business agenda.",0
877,Matthew Neville @Apple on the Shifting Role of #Customs Compliance at Global #Customs Compliance Forum http://t.co/72uILUUNjS #trade,0
878,@leiahemilyy @Apple really???,0
879,RT @thehill: .@Apple CEO @tim_cook visits @WhiteHouse http://t.co/O5dYvVi0I1 by @JMHattem,0
884,"Photo: Caf̩ Mac @Apple: check, Shady Groove @Google: check. For not being a techie, I seem to frequent... http://t.co/RpFTxGAr5L",0
886,Got to hear about the new patent by apple ... and that's a quite innovative idea.... @apple.  The mobile screen will never break in future,1
887,@jakeflem @Apple Yeay! Glad it all worked out for you :),1
888,Apple Price-Target Rises to $140 http://t.co/qhDMdyRIBi #Apple #AAPL,0
889,@Apple pls let me know when yr sorti out problems wi ipadmini its freezing slow http://t.co/Ou8SsWA6jT,-1
890,Loved the discussion about @prcelines come back. @hblodget called it second to @apple turnaround #BI_IGNITION2014,0
891,"The oddly uplifting story of the Apple co-founder who sold his stake for $800 
$AAPL #aapl
http://t.co/CiZbVR05PJ",0
892,@umo_games @Apple ended up getting a new computer anyhow (work computer) Here's how you can switch between vid cards http://t.co/kuISePVc0o,0
893,Whoever downgrades from a iphone 6 to a 5S obviously doesn't understand the extra 20% battery life. Every morning my 5S is dead. @apple,-1
894,@Shagale @apple why'd you do this to us?!,-1
895,"If @apple made tape dispensers and staplers, I would be all set! http://t.co/7Te2eBic10",0
896,@Apple granted patent for tech that shifts iPhone's center-mass during fall to prevent damage to screen http://t.co/E310yYWXBi #USPTO,0
897,@HeadxCreeps @Apple fuck you apple,-1
898,@bonerforesst @HeadxCreeps @Apple bought this maybe two weeks ago and it's already started lol. http://t.co/BZGCdtmHEA,0
899,.@Google Trumps @Apple In Streaming Media Sales http://t.co/obPlpnWhXW @mp_gavin,0
900,.@Google Trumps @Apple In Streaming Media Sales http://t.co/3DWuvAILFr,0
901,This new phone sucks I can't make it stand up or on its side I can't wait for the iPhone 7 @apple fix this you dingles,-1
902,Idk if it's my phone or WHAT ! Ip6 ain't shit but problems. @apple fix this shit !!,-1
903,"The iPhone 6 May Have A Longer Upgrade Cycle - If So, Expect Unit Sales To Fall $AAPL #aapl
http://t.co/eP1ZksHNqJ",-1
905,waiting a week for a DUNS number is preventing me from being able to build and release a client's iOS app. @apple why do you hate me so?,-1
906,Pegatron May Handle More Than Half of 'iPhone 6s' Orders in 2015 [iOS Blog] http://t.co/MV4Qyd77o3 #AAPL,0
907,"last month ip cable this month earpiece, give me a break @apple",-1
908,Is It Time to Buy the Dip in Apple Inc. Stock? http://t.co/yDiX7wZOLP #AAPL,0
909,"More Evidence That Apple, Inc. Needs to Refresh Apple TV http://t.co/thn87b3iTb #AAPL",-1
910,@Apple sometimes I have to restart my phone to make Siri do speak selection and it's annoying #fixit,-1
911,@Apple is always the '#talk of the #town'. #CrescentGate,0
912,#AAPL:Apple back in court with $1 billion on the line...http://t.co/MdUQi14XQK,-1
913,Not sure if I want the 6 or the 6 plus @apple #iphone6 #iphone6plus #iphone http://t.co/BxjgPUDtc6 http://t.co/WPag3BqwKp,0
914,"Companies i admire : @3QDigital @vaynermedia @apple. It must rocks to work there, because mainly of their boss and their culture.",1
915,"Is It Time to Buy the Dip in Apple Inc. Stock? $AAPL #aapl
http://t.co/mzLzxlhEsl",0
916,Is It Time to Buy the Dip in #Apple Inc. Stock? | The Motley Fool #aapl http://t.co/bVdhycYaUE,0
917,"More Evidence That #Apple, Inc. Needs to Refresh #AppleTV | The Motley Fool #aapl http://t.co/UGec9C70Mr",0
918,dear @apple Karen wins for best customer service ever. she waited on hold for 12 minutes to help me while I waited on hold w/ my bank,1
919,@ABillaut @VaynerMedia @Apple Thanks so much!,1
920,"Why isn't there a vomiting emoji yet, @apple http://t.co/iqxtSXmUCK",0
921,@Cyrus_T_Virus @Apple good god lmao. burn daytona to the ground,0
922,Julian Robertson Still Bullish On Apple Inc. http://t.co/TZR1tF5Gv6 #AAPL,-1
923,#New #foldable #Macbook #Pro falling on your laptop creates @Apple s latest��innovation http://t.co/4z1FkmbKKX,0
924,"Apple's iPhone Gained Significant Share In The US, Japan, Germany And Great Britain http://t.co/m6e1RP7g6C via @forbes #AAPL #iPhone6",1
925,"@Apple @tim_cook question,
Will Passbook ever do anything?",0
926,Why did @apple send me a new computer today and it is broken... #whyamihavingtomakegeniusbarappointmentsalready,-1
927,"OK, utterly rediculous! Takes 2 hrs to do a simple thing like syncing a ringtone? Itunes Accessability is horific! Again! Rediculous! @Apple",-1
928,A Lawsuit Asks Whether #Apple Used #iTunes For Price-Fixing #aapl http://t.co/UqL1ffo0pc,0
929,"Apple hints at work on VR gaming &amp; user interfaces for future products, Oculus and Leap experts wanted $AAPL #aapl
http://t.co/hNnaxWneMA",0
930,RT @SaifBinS3eed: This new phone sucks I can't make it stand up or on its side I can't wait for the iPhone 7 @apple fix this you dingles,-1
931,Goodbye graphics problems. Thank you @apple for such great customer service. http://t.co/XVB8utXOU3,1
932,Goodbye graphics problems. Thank you @apple for such great customer service. http://t.co/uvohriZKYE,1
933,#Apple dominates mobile online shopping at 78 percent in US #aapl http://t.co/1fqoPIhObO,1
934,#Jobs Said #Apple Took Pains to Protect Record Contracts #SteveJobs #aapl http://t.co/5PlKs2LRTT,0
935,Hey @Apple I think u need a new product: iPster,-1
937,@whereiscooldude @Apple I kind of thought that before hand,0
938,"All in the wrist: Devs embrace future of Apple Watch apps $AAPL #aapl
http://t.co/fUKLqn6J0G",0
939,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/bDEayGr5IG",0
940,@BestBuySupport Now I'm being told because it was an @Apple product the price can't be overrided. Must pay full price then call back for an,-1
941,"@Cyrus_T_Virus @Apple same, really",0
942,"RT @Cyrus_T_Virus: Why isn't there a vomiting emoji yet, @apple http://t.co/iqxtSXmUCK",0
943,"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/bDEayGr5IG",0
944,My phone died on 23% @apple what the fuck is this,-1
945,"#AAPL:Apple's iPhone Gained Significant Share In The US, Japan, Germany And ...http://t.co/xY7bTzgSvy",0
946,I just got my powerbeats2 back from repair. Shoutout to @Apple x @Beatsbydre,1
947,@sashametro @mayhembcn @apple happy to help..if u use kind words :). Using apple process is free and fast. http://t.co/qQGQokjaxE. DM with ?,1
948,"Why Apple Failed to Make Sapphire iPhones $AAPL #aapl
http://t.co/lVWKvsxOGu",0
949,"Note to @apple, Mail STILL has trouble sending.  The last update didn't fix it.  Mail that doesn't send?  Not so useful.",-1
950,@jakeflem @Apple good we got a new shiny macs too so we will keep this handy!,1
951,"Fucking goddamn stupid @apple @iTunes , ur too fucked up! #JustSayin #iTunes",-1
952,RT @evilhag_: why isn't there a dreidel emoji @apple,0
953,my phone dropped and this happened?? @apple you wanna help me out http://t.co/O76sbWX03n,-1
954,@CHAYILTrading #ChartOfTheDay Apple #AAPL http://t.co/QRVLWmGw1Z,0
956,"Dear @Amazon, if @Apple could do it, you can too! http://t.co/l9vbG8JXcL",0
957,"Apple's iPhone Gained Significant Share In The US, Japan, Germany And Great Britain $AAPL #aapl
http://t.co/KOUGLOzPZ8",1
958,RT @ColtonObrian: My phone died on 23% @apple what the fuck is this,-1
959,Activation of AirDrop on iOS 8.1.1 kills WiFi !! What have you done @Apple ???,-1
960,@GregBurke85 @Apple I can't wait for your technology analysis firm to go public with the stock symbol $RONG,0
961,Jimmy Iovine to Apple: 'You Have a Hole in Music Right Now; Let Me Plug It' http://t.co/RwolD40zwI #AAPL,0
962,How To Use #iOS8 Continuity | Know Your Mobile http://t.co/Bf2smNeBEe #aapl,0
963,@apple  #ios8 #iphone6 #issues device with voicemail. 4 the phone being a phone it seems under developed. Ie:listen message and take a note!,-1
964,"Apple's iPhone 6 Plus Amazingly Captures 41% of the Phablet Market Right out of the Gate $AAPL #aapl
http://t.co/hv7jiOO6S0",1
965,BloombergTV:  #iPod Trial: Consumers Had Other MP3 Options: Gauna http://t.co/yNfVXKsnda via @BloombergTV #aapl,0
966,Check out your local @Apple store &amp; pick up our Smart Thermometer this #flu season  http://t.co/ZDX6u4fodx #apple http://t.co/giFpyQcUWW,0
967,"The iPhone 6 Plus Will Be Huge In China This Spring $AAPL #aapl
http://t.co/9n6hBzsuVJ",1
968,"RT @JPDesloges: The iPhone 6 Plus Will Be Huge In China This Spring $AAPL #aapl
http://t.co/9n6hBzsuVJ",0
969,"APPLE - Fibonacci Technicals Levels - LAST  Intraday  Update - $AAPL #aapl 
http://t.co/Eyv06mibko",0
970,"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - LAST  Intraday  Update - $AAPL #aapl 
http://t.co/Eyv06mibko",0
971,Srsly - get it RT @kinsa Check out your local @Apple store &amp; pick up our Smart Thermometer this #flu season  http://t.co/e8PZ58JyeO  #apple,0
972,@AppStore @apple When is the release for the new #infiniteflight update in the appstore? @flyingdevstudio says the Update is in your hands,0
973,@googlenexus Support said can't test NFC so can't assume my phone is not working. Keep saying can't DOES HELP. I'll go back to @Apple.,-1
974,.@tim_cook That rage when dealing @Apple Geniuses when they maintain 'it's not a known issue' when a simple google search shows it's a big 1,-1
975,CNBC TV:  Day 2: #Apple antitrust trial http://t.co/FjfBE4VQqI #aapl,0
976,"Barclays Raises AAPL Price Target by 17% to $140 $AAPL #aapl
http://t.co/DGru02BTk4",1
977,@Apple help! My Mac memory has been cleared and now it's asking for a password? It's not the old one and I can't get on it!,-1
978,"Steve Jobs: 'I don't know what the claims in the case are' $AAPL #aapl
http://t.co/5Ufd8p9qxs",0
979,@apple happy new month,1
980,@RedXPower @ChristmasCount yeah and don't make them into tablets @apple,0
981,@RedXPower @ChristmasCount @Apple apples are meant to be healthy,-1
982,@RedXPower @ChristmasCount @Apple but these phones make people fat lol,-1
984,"Apple:Dec 3 Trading Daily Profit $1.85/sh, Weekly Profits of $15.22/sh  #aapl #Stockaction #trading #Stocks #MKt  
http://t.co/az3SvKM4Id",0
986,#Siri never understands me. She just said she was 'new 2 my language' and didn't get me. I speak English without major accent. #Apple @Apple,-1
989,Thanks @lausd @apple and @pearson for the great leadership.Federal grand jury subpoenaed documents from L.A. Unified http://t.co/SgGqVMczlH,1
990,#Google May Be the Big Winner in LAUSD's #IPad Scandal http://t.co/YVDioMcl4r via @BW #aapl,0
991,"@BedBathBeyond you're selling this lightning cord, doesn't work. #AccessoryMayNotBeSupported @apple what's the deal? http://t.co/QvqDqbIlnL",-1
992,"Apple, Google, Amazon und Facebook #aapl #dax http://t.co/9jFgdmfSZa",0
993,"my @apple badge finally works at my work site, just tore the guest sticker badge into many, many pieces ... feel like a new man!",1
994,@BedBathBeyond I could of just gone to Canal Street for a knockoff #CmonMan And @apple Why must I pay $30 for a lightning cord?,-1
995,please make a gold macbook @apple,0
996,#AAPL:A Lawsuit Asks Whether Apple Used iTunes For Price-Fixing...http://t.co/0KxPhCf28K,0
997,Another lawsuit against @Apple - this one is about #iPod antitrust tactics in #iTunes http://t.co/QSA1R6soQe,-1
998,@Apple to Pay $24 Million for Infringing on Ancient Pager #Patents http://t.co/L1Mn38VvmV Sure...why not. #intellectualproperty #IP #pgsIP,-1
999,"Early Movers: ANF, TJX, TGT, LYV, SNE, #AAPL &amp; more: These are the stocks posting the largest moves before the bell. http://t.co/q67SfEyR8i",0
1000,@apple why can't i fnd netbot on app store !? help ASAP,-1
1001,New Details On @Apple's Giant-Sized #iPad Might Have Just Leaked http://t.co/lYQuGhgn4D via @Inc,0
1002,"Apple Inc. price at close, December 03, 2014, is 115.95. #apple #AAPL",0
1003,Wow. Yall needa step it up @Apple RT @heynyla: Music and snapchat at the same damn time. Thank you #Note4,-1
1004,You should be able to leave FaceTime video messages @apple,-1
1005,#AAPL:Did Carl Icahn cause the private equity bubble?...http://t.co/07f6Mv7ZlD,0
1006,@sampepper can not believe that @apple are still with you given the nature of what u have been accused of.   disgusting.,-1
1007,Why can't I hide the gray controller on the DVD player? What heck? @apple http://t.co/izCIqWbtFL,-1
1008,I'm learning all about Apple iPad Air 2 128GB Wi-Fi - Gold on @Influenster! @Apple,0
1009,"@pdbogen Yeah, it's not for everyone. I sold my soul to @Apple a while ago. Thanks for the link!",-1
1010,@whereiscooldude @Cyrus_T_Virus @Apple wait no im okay here but yeah actually we should burn it down,-1
1011,Here's How Jimmy Iovine Convinced #Apple To Buy #Beats #aapl http://t.co/9pgEhOTWFh http://t.co/o6g7TzpyJI,0
1012,13 Things You Didn't Know Your #iPhone6 Could Do #aapl http://t.co/RsPEXS5vuC http://t.co/2CfryTGVom,0
1013,The questions every #CIO should ask about @Apple #iWatch: http://t.co/1RSxT3CMlZ,0
1014,@apple @verizon where the fuck is my phone it shouldn't take this long.,-1
1016,A new role requires new hardware! #thankful @carpages @apple  http://t.co/uNkrXOg2La,0
1017,"#AAPL:Apple Devices Clobber Androids On Cyber Monday, But The Underdog Is Ca...http://t.co/Bi4VneO4Kw",0
1018,'#Howto import objective-C code into bridging header file - @Apigee SDK for @Apple's Swift http://t.co/e3i1kKa7xX' http://t.co/dkoOxiEGRy,0
1020,Great piece from @howardlake on @apple &amp; the new #RED #app store - profits from exclusive content go to @GlobalFund: http://t.co/XpOzPTnWSV,1
1021,@LIMFestival lolol. Stupid phone. Should say best and most varied. @apple sort this phone out. Apols.,-1
1022,"Shockingly, iMessage on the desktop is fucked up again. Great work, @apple. Seriously, on point with network services as only you can do.",-1
1023,"@Technical_Chart ust sayin', #AAPL is still the king....",1
1024,My office for today #RemoteSupport #TechLife @Apple http://t.co/IY0xAufNTP,0
1025,@ForbesTech #AAPL was a fantastic investment...but what will be its future?  How will AAPL beat AAPL?,0
1026,"@Apple - What if I don't want my money going to Africa to fight AIDS?  We have problems here we need to fight.

#apple #africa @cnn #cnn",-1
1027,"Early Movers: ANF, TJX, TGT, LYV, #AAPL &amp; more: These are the stocks posting the largest moves before the bell. http://t.co/Rwjm3lpzRN",0
1028,@apple update twitter for ipad pls or kys,0
1029,"#hshdsh via @blogs4bytes - #Ideas @Apple Bought, Borrowed, and Stole #infographic http://t.co/gal3ArDFj2",0
1030,"Apple Releases Safari 8.0.1, 7.1.1, and 6.2.1 http://t.co/sIOuKQbs1T #AAPL",0
1031,Feed My Ego (Futter Mein Ego) iPhone 4/4S Tough Ca  COMPUTING &amp; COMMUNICATION  Melasdesign http://t.co/jbVgROMp3p @cafepress @iphone @apple,0
1032,my laptop battery went straight from 60% to 3% @apple,-1
1033,"Last yearI bought 'Superman' and 'Superman Returns' from @iTunes, now they aren't available for me to stream, and @apple has no real answer.",-1
1034,I will definitely think carefully in the future about buying something from @itunes if @apple Support can't even tell me what's going wrong.,-1
